Pixel	Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
1376 	786.5250      	12714.1546    	2722    
1377 	787.0334      	12705.9413    	2711    
1378 	787.5419      	12697.7376    	2767    
1379 	788.0504      	12689.5435    	2758    
1380 	788.5590      	12681.3590    	2731    
1381 	789.0676      	12673.1850    	2742    
1382 	789.5763      	12665.0206    	2639    
1383 	790.0850      	12656.8657    	2675    
1384 	790.5938      	12648.7213    	2645    
1385 	791.1026      	12640.5854    	2663    
1386 	791.6114      	12632.4610    	2704    
1387 	792.1203      	12624.3451    	2687    
1388 	792.6292      	12616.2395    	2728    
1389 	793.1382      	12608.1435    	2745    
1390 	793.6472      	12600.0568    	2726    
1391 	794.1563      	12591.9795    	2716    
1392 	794.6654      	12583.9126    	2708    
1393 	795.1746      	12575.8550    	2781    
1394 	795.6837      	12567.8078    	2795    
1395 	796.1929      	12559.7699    	2761    
1396 	796.7022      	12551.7413    	2705    
1397 	797.2115      	12543.7220    	2729    
1398 	797.7209      	12535.7119    	2729    
1399 	798.2303      	12527.7121    	2768    
1400 	798.7398      	12519.7216    	2663    
1401 	799.2493      	12511.7412    	2748    
1402 	799.7588      	12503.7701    	2715    
1403 	800.2684      	12495.8081    	2683    
1404 	800.7780      	12487.8553    	2738    
1405 	801.2877      	12479.9127    	2680    
1406 	801.7974      	12471.9782    	2729    
1407 	802.3071      	12464.0548    	2650    
1408 	802.8170      	12456.1395    	2659    
1409 	803.3268      	12448.2343    	2687    
1410 	803.8367      	12440.3382    	2660    
1411 	804.3466      	12432.4511    	2754    
1412 	804.8566      	12424.5740    	2777    
1413 	805.3666      	12416.7060    	2735    
1414 	805.8766      	12408.8470    	2743    
1415 	806.3867      	12400.9979    	2679    
1416 	806.8969      	12393.1569    	2683    
1417 	807.4071      	12385.3257    	2690    
1418 	807.9173      	12377.5045    	2660    
1419 	808.4276      	12369.6913    	2641    
1420 	808.9379      	12361.8879    	2640    
1421 	809.4482      	12354.0944    	2681    
1422 	809.9587      	12346.3088    	2677    
1423 	810.4691      	12338.5331    	2720    
1424 	810.9796      	12330.7662    	2719    
1425 	811.4901      	12323.0091    	2738    
1426 	812.0007      	12315.2598    	2670    
1427 	812.5114      	12307.5203    	2702    
1428 	813.0220      	12299.7906    	2640    
1429 	813.5327      	12292.0687    	2684    
1430 	814.0435      	12284.3565    	2715    
1431 	814.5543      	12276.6530    	2670    
1432 	815.0651      	12268.9592    	2670    
1433 	815.5759      	12261.2741    	2693    
1434 	816.0869      	12253.5977    	2727    
1435 	816.5978      	12245.9300    	2761    
1436 	817.1088      	12238.2719    	2673    
1437 	817.6199      	12230.6225    	2744    
1438 	818.1310      	12222.9817    	2701    
1439 	818.6422      	12215.3495    	2624    
1440 	819.1533      	12207.7269    	2711    
1441 	819.6646      	12200.1128    	2721    
1442 	820.1758      	12192.5083    	2618    
1443 	820.6871      	12184.9114    	2692    
1444 	821.1985      	12177.3240    	2779    
1445 	821.7098      	12169.7460    	2738    
1446 	822.2213      	12162.1756    	2712    
1447 	822.7328      	12154.6147    	2711    
1448 	823.2443      	12147.0622    	2715    
1449 	823.7559      	12139.5191    	2756    
1450 	824.2675      	12131.9845    	2628    
1451 	824.7791      	12124.4583    	2675    
1452 	825.2908      	12116.9406    	2683    
1453 	825.8026      	12109.4322    	2692    
1454 	826.3143      	12101.9322    	2686    
1455 	826.8262      	12094.4406    	2744    
1456 	827.3380      	12086.9582    	2679    
1457 	827.8500      	12079.4834    	2686    
1458 	828.3619      	12072.0186    	2686    
1459 	828.8739      	12064.5613    	2752    
1460 	829.3859      	12057.1132    	2734    
1461 	829.8980      	12049.6734    	2762    
1462 	830.4102      	12042.2419    	2742    
1463 	830.9223      	12034.8196    	2671    
1464 	831.4345      	12027.4055    	2661    
1465 	831.9468      	12019.9997    	2761    
1466 	832.4590      	12012.6030    	2640    
1467 	832.9714      	12005.2145    	2843    
1468 	833.4838      	11997.8342    	2764    
1469 	833.9962      	11990.4621    	2792    
1470 	834.5087      	11983.0990    	2674    
1471 	835.0212      	11975.7441    	2665    
1472 	835.5338      	11968.3974    	2680    
1473 	836.0463      	11961.0597    	2773    
1474 	836.5590      	11953.7301    	2811    
1475 	837.0717      	11946.4086    	2731    
1476 	837.5844      	11939.0960    	2684    
1477 	838.0972      	11931.7907    	2668    
1478 	838.6099      	11924.4952    	2684    
1479 	839.1228      	11917.2068    	2731    
1480 	839.6357      	11909.9274    	2705    
1481 	840.1486      	11902.6560    	2625    
1482 	840.6616      	11895.3926    	2695    
1483 	841.1746      	11888.1380    	2692    
1484 	841.6877      	11880.8915    	2634    
1485 	842.2008      	11873.6529    	2686    
1486 	842.7139      	11866.4231    	2708    
1487 	843.2272      	11859.2004    	2683    
1488 	843.7404      	11851.9873    	2733    
1489 	844.2537      	11844.7813    	2808    
1490 	844.7670      	11837.5841    	2745    
1491 	845.2803      	11830.3947    	2761    
1492 	845.7938      	11823.2132    	2660    
1493 	846.3072      	11816.0405    	2737    
1494 	846.8207      	11808.8755    	2742    
1495 	847.3342      	11801.7185    	2738    
1496 	847.8478      	11794.5700    	2715    
1497 	848.3615      	11787.4286    	2711    
1498 	848.8751      	11780.2966    	2711    
1499 	849.3888      	11773.1716    	2711    
1500 	849.9025      	11766.0551    	2705    
1501 	850.4163      	11758.9465    	2668    
1502 	850.9302      	11751.8456    	2657    
1503 	851.4440      	11744.7532    	2679    
1504 	851.9579      	11737.6686    	2683    
1505 	852.4719      	11730.5916    	2680    
1506 	852.9859      	11723.5232    	2700    
1507 	853.4999      	11716.4625    	2716    
1508 	854.0140      	11709.4094    	2697    
1509 	854.5281      	11702.3648    	2739    
1510 	855.0423      	11695.3279    	2633    
1511 	855.5565      	11688.2985    	2767    
1512 	856.0708      	11681.2768    	2719    
1513 	856.5851      	11674.2635    	2741    
1514 	857.0994      	11667.2578    	2708    
1515 	857.6138      	11660.2597    	2709    
1516 	858.1282      	11653.2700    	2725    
1517 	858.6427      	11646.2878    	2714    
1518 	859.1572      	11639.3131    	2802    
1519 	859.6718      	11632.3468    	2775    
1520 	860.1863      	11625.3880    	2719    
1521 	860.7010      	11618.4368    	2767    
1522 	861.2157      	11611.4929    	2713    
1523 	861.7304      	11604.5574    	2637    
1524 	862.2452      	11597.6294    	2682    
1525 	862.7599      	11590.7096    	2653    
1526 	863.2748      	11583.7972    	2712    
1527 	863.7897      	11576.8923    	2768    
1528 	864.3046      	11569.9948    	2728    
1529 	864.8196      	11563.1055    	2660    
1530 	865.3346      	11556.2235    	2707    
1531 	865.8497      	11549.3490    	2715    
1532 	866.3648      	11542.4818    	2718    
1533 	866.8799      	11535.6227    	2720    
1534 	867.3951      	11528.7719    	2808    
1535 	867.9103      	11521.9275    	2746    
1536 	868.4256      	11515.0912    	2654    
1537 	868.9409      	11508.2623    	2685    
1538 	869.4563      	11501.4406    	2731    
1539 	869.9717      	11494.6270    	2650    
1540 	870.4871      	11487.8207    	2696    
1541 	871.0026      	11481.0225    	2743    
1542 	871.5181      	11474.2306    	2729    
1543 	872.0337      	11467.4468    	2695    
1544 	872.5493      	11460.6711    	2674    
1545 	873.0649      	11453.9017    	2660    
1546 	873.5806      	11447.1403    	2674    
1547 	874.0964      	11440.3861    	2763    
1548 	874.6121      	11433.6398    	2696    
1549 	875.1279      	11426.9008    	2717    
1550 	875.6438      	11420.1688    	2700    
1551 	876.1597      	11413.4440    	2686    
1552 	876.6757      	11406.7271    	2649    
1553 	877.1917      	11400.0173    	2660    
1554 	877.7076      	11393.3154    	2693    
1555 	878.2238      	11386.6198    	2735    
1556 	878.7399      	11379.9321    	2672    
1557 	879.2560      	11373.2522    	2741    
1558 	879.7722      	11366.5785    	2773    
1559 	880.2885      	11359.9127    	2737    
1560 	880.8047      	11353.2547    	2691    
1561 	881.3210      	11346.6030    	2674    
1562 	881.8374      	11339.9590    	2665    
1563 	882.3538      	11333.3220    	2746    
1564 	882.8702      	11326.6928    	2721    
1565 	883.3867      	11320.0706    	2689    
1566 	883.9033      	11313.4553    	2676    
1567 	884.4198      	11306.8477    	2744    
1568 	884.9365      	11300.2463    	2655    
1569 	885.4531      	11293.6526    	2723    
1570 	885.9698      	11287.0666    	2738    
1571 	886.4865      	11280.4875    	2719    
1572 	887.0033      	11273.9153    	2662    
1573 	887.5201      	11267.3499    	2737    
1574 	888.0370      	11260.7922    	2727    
1575 	888.5539      	11254.2414    	2695    
1576 	889.0709      	11247.6974    	2726    
1577 	889.5878      	11241.1610    	2723    
1578 	890.1049      	11234.6314    	2734    
1579 	890.6219      	11228.1086    	2683    
1580 	891.1391      	11221.5927    	2747    
1581 	891.6563      	11215.0843    	2659    
1582 	892.1735      	11208.5827    	2773    
1583 	892.6907      	11202.0886    	2693    
1584 	893.2079      	11195.6012    	2752    
1585 	893.7253      	11189.1207    	2711    
1586 	894.2427      	11182.6468    	2720    
1587 	894.7601      	11176.1804    	2773    
1588 	895.2775      	11169.7208    	2718    
1589 	895.7950      	11163.2686    	2678    
1590 	896.3126      	11156.8223    	2714    
1591 	896.8301      	11150.3843    	2718    
1592 	897.3477      	11143.9521    	2775    
1593 	897.8654      	11137.5274    	2728    
1594 	898.3831      	11131.1093    	2711    
1595 	898.9008      	11124.6979    	2719    
1596 	899.4186      	11118.2938    	2687    
1597 	899.9364      	11111.8963    	2659    
1598 	900.4543      	11105.5055    	2710    
1599 	900.9722      	11099.1212    	2700    
1600 	901.4902      	11092.7443    	2708    
1601 	902.0081      	11086.3747    	2606    
1602 	902.5262      	11080.0109    	2710    
1603 	903.0443      	11073.6545    	2740    
1604 	903.5624      	11067.3045    	2769    
1605 	904.0805      	11060.9619    	2637    
1606 	904.5987      	11054.6257    	2732    
1607 	905.1169      	11048.2961    	2693    
1608 	905.6353      	11041.9730    	2708    
1609 	906.1536      	11035.6571    	2723    
1610 	906.6719      	11029.3477    	2708    
1611 	907.1904      	11023.0447    	2750    
1612 	907.7088      	11016.7490    	2680    
1613 	908.2273      	11010.4597    	2779    
1614 	908.7458      	11004.1775    	2716    
1615 	909.2644      	10997.9011    	2734    
1616 	909.7830      	10991.6318    	2681    
1617 	910.3016      	10985.3697    	2779    
1618 	910.8203      	10979.1140    	2746    
1619 	911.3391      	10972.8646    	2729    
1620 	911.8578      	10966.6216    	2720    
1621 	912.3767      	10960.3850    	2739    
1622 	912.8956      	10954.1555    	2718    
1623 	913.4144      	10947.9330    	2654    
1624 	913.9334      	10941.7162    	2761    
1625 	914.4524      	10935.5064    	2719    
1626 	914.9714      	10929.3037    	2700    
1627 	915.4905      	10923.1065    	2694    
1628 	916.0096      	10916.9164    	2737    
1629 	916.5287      	10910.7325    	2733    
1630 	917.0479      	10904.5557    	2698    
1631 	917.5671      	10898.3851    	2693    
1632 	918.0864      	10892.2207    	2735    
1633 	918.6058      	10886.0626    	2715    
1634 	919.1251      	10879.9115    	2692    
1635 	919.6445      	10873.7666    	2669    
1636 	920.1639      	10867.6286    	2671    
1637 	920.6834      	10861.4969    	2695    
1638 	921.2029      	10855.3713    	2635    
1639 	921.7225      	10849.2519    	2766    
1640 	922.2421      	10843.1395    	2707    
1641 	922.7618      	10837.0332    	2773    
1642 	923.2814      	10830.9337    	2742    
1643 	923.8012      	10824.8397    	2686    
1644 	924.3210      	10818.7525    	2706    
1645 	924.8408      	10812.6722    	2734    
1646 	925.3606      	10806.5980    	2701    
1647 	925.8805      	10800.5300    	2710    
1648 	926.4005      	10794.4680    	2745    
1649 	926.9204      	10788.4128    	2700    
1650 	927.4404      	10782.3637    	2751    
1651 	927.9605      	10776.3206    	2744    
1652 	928.4806      	10770.2844    	2726    
1653 	929.0007      	10764.2542    	2674    
1654 	929.5209      	10758.2300    	2750    
1655 	930.0411      	10752.2126    	2708    
1656 	930.5614      	10746.2011    	2757    
1657 	931.0817      	10740.1958    	2707    
1658 	931.6021      	10734.1971    	2708    
1659 	932.1224      	10728.2044    	2702    
1660 	932.6429      	10722.2177    	2703    
1661 	933.1633      	10716.2376    	2730    
1662 	933.6838      	10710.2636    	2759    
1663 	934.2044      	10704.2955    	2691    
1664 	934.7250      	10698.3340    	2721    
1665 	935.2456      	10692.3785    	2632    
1666 	935.7663      	10686.4289    	2706    
1667 	936.2870      	10680.4859    	2686    
1668 	936.8077      	10674.5489    	2702    
1669 	937.3286      	10668.6177    	2706    
1670 	937.8494      	10662.6925    	2657    
1671 	938.3703      	10656.7738    	2716    
1672 	938.8912      	10650.8616    	2718    
1673 	939.4122      	10644.9547    	2712    
1674 	939.9332      	10639.0543    	2688    
1675 	940.4542      	10633.1598    	2720    
1676 	940.9753      	10627.2717    	2697    
1677 	941.4964      	10621.3895    	2760    
1678 	942.0176      	10615.5132    	2729    
1679 	942.5388      	10609.6433    	2711    
1680 	943.0600      	10603.7792    	2630    
1681 	943.5813      	10597.9209    	2726    
1682 	944.1027      	10592.0684    	2751    
1683 	944.6240      	10586.2224    	2725    
1684 	945.1454      	10580.3821    	2706    
1685 	945.6669      	10574.5483    	2661    
1686 	946.1884      	10568.7202    	2691    
1687 	946.7099      	10562.8979    	2720    
1688 	947.2314      	10557.0820    	2738    
1689 	947.7531      	10551.2717    	2748    
1690 	948.2747      	10545.4673    	2689    
1691 	948.7964      	10539.6685    	2672    
1692 	949.3182      	10533.8760    	2660    
1693 	949.8400      	10528.0893    	2621    
1694 	950.3618      	10522.3089    	2701    
1695 	950.8836      	10516.5342    	2707    
1696 	951.4055      	10510.7652    	2756    
1697 	951.9274      	10505.0025    	2693    
1698 	952.4495      	10499.2447    	2711    
1699 	952.9714      	10493.4940    	2715    
1700 	953.4935      	10487.7481    	2697    
1701 	954.0156      	10482.0086    	2757    
1702 	954.5378      	10476.2747    	2705    
1703 	955.0599      	10470.5470    	2758    
1704 	955.5822      	10464.8250    	2715    
1705 	956.1044      	10459.1085    	2704    
1706 	956.6268      	10453.3976    	2724    
1707 	957.1491      	10447.6930    	2676    
1708 	957.6714      	10441.9945    	2692    
1709 	958.1939      	10436.3010    	2680    
1710 	958.7164      	10430.6136    	2729    
1711 	959.2389      	10424.9318    	2711    
1712 	959.7614      	10419.2561    	2641    
1713 	960.2840      	10413.5860    	2692    
1714 	960.8066      	10407.9214    	2684    
1715 	961.3293      	10402.2623    	2675    
1716 	961.8521      	10396.6093    	2675    
1717 	962.3748      	10390.9625    	2710    
1718 	962.8976      	10385.3205    	2751    
1719 	963.4204      	10379.6846    	2792    
1720 	963.9433      	10374.0542    	2706    
1721 	964.4662      	10368.4299    	2729    
1722 	964.9891      	10362.8110    	2670    
1723 	965.5121      	10357.1975    	2731    
1724 	966.0352      	10351.5901    	2711    
1725 	966.5582      	10345.9882    	2731    
1726 	967.0814      	10340.3916    	2755    
1727 	967.6046      	10334.8005    	2742    
1728 	968.1277      	10329.2154    	2649    
1729 	968.6509      	10323.6363    	2707    
1730 	969.1743      	10318.0619    	2698    
1731 	969.6976      	10312.4936    	2726    
1732 	970.2209      	10306.9313    	2719    
1733 	970.7443      	10301.3737    	2735    
1734 	971.2678      	10295.8220    	2648    
1735 	971.7912      	10290.2764    	2731    
1736 	972.3148      	10284.7354    	2708    
1737 	972.8383      	10279.2004    	2700    
1738 	973.3619      	10273.6707    	2698    
1739 	973.8856      	10268.1469    	2745    
1740 	974.4092      	10262.6285    	2686    
1741 	974.9329      	10257.1159    	2705    
1742 	975.4567      	10251.6080    	2658    
1743 	975.9805      	10246.1060    	2742    
1744 	976.5043      	10240.6100    	2721    
1745 	977.0283      	10235.1185    	2696    
1746 	977.5522      	10229.6329    	2690    
1747 	978.0761      	10224.1532    	2711    
1748 	978.6001      	10218.6787    	2711    
1749 	979.1241      	10213.2095    	2707    
1750 	979.6483      	10207.7454    	2681    
1751 	980.1724      	10202.2872    	2723    
1752 	980.6965      	10196.8343    	2729    
1753 	981.2208      	10191.3864    	2701    
1754 	981.7450      	10185.9445    	2718    
1755 	982.2693      	10180.5077    	2731    
1756 	982.7936      	10175.0767    	2711    
1757 	983.3180      	10169.6502    	2687    
1758 	983.8423      	10164.2301    	2711    
1759 	984.3668      	10158.8146    	2736    
1760 	984.8913      	10153.4048    	2731    
1761 	985.4158      	10148.0001    	2736    
1762 	985.9404      	10142.6012    	2661    
1763 	986.4650      	10137.2074    	2671    
1764 	986.9896      	10131.8188    	2727    
1765 	987.5143      	10126.4352    	2644    
1766 	988.0391      	10121.0573    	2703    
1767 	988.5638      	10115.6846    	2690    
1768 	989.0886      	10110.3175    	2741    
1769 	989.6135      	10104.9555    	2756    
1770 	990.1384      	10099.5985    	2734    
1771 	990.6633      	10094.2473    	2679    
1772 	991.1882      	10088.9011    	2713    
1773 	991.7133      	10083.5599    	2677    
1774 	992.2383      	10078.2243    	2672    
1775 	992.7634      	10072.8938    	2753    
1776 	993.2885      	10067.5684    	2702    
1777 	993.8137      	10062.2485    	2741    
1778 	994.3389      	10056.9336    	2663    
1779 	994.8641      	10051.6238    	2720    
1780 	995.3894      	10046.3195    	2686    
1781 	995.9147      	10041.0202    	2689    
1782 	996.4401      	10035.7259    	2743    
1783 	996.9655      	10030.4372    	2658    
1784 	997.4910      	10025.1534    	2731    
1785 	998.0164      	10019.8752    	2746    
1786 	998.5420      	10014.6014    	2701    
1787 	999.0675      	10009.3337    	2733    
1788 	999.5931      	10004.0703    	2671    
1789 	1000.1188     	9998.8124     	2688    
1790 	1000.6445     	9993.5594     	2683    
1791 	1001.1702     	9988.3120     	2735    
1792 	1001.6959     	9983.0695     	2753    
1793 	1002.2217     	9977.8318     	2633    
1794 	1002.7476     	9972.5991     	2720    
1795 	1003.2735     	9967.3718     	2702    
1796 	1003.7994     	9962.1494     	2732    
1797 	1004.3254     	9956.9325     	2664    
1798 	1004.8514     	9951.7204     	2644    
1799 	1005.3774     	9946.5132     	2656    
1800 	1005.9035     	9941.3114     	2711    
1801 	1006.4296     	9936.1145     	2731    
1802 	1006.9558     	9930.9224     	2795    
1803 	1007.4820     	9925.7357     	2716    
1804 	1008.0082     	9920.5538     	2748    
1805 	1008.5345     	9915.3774     	2764    
1806 	1009.0609     	9910.2051     	2700    
1807 	1009.5872     	9905.0382     	2742    
1808 	1010.1136     	9899.8767     	2667    
1809 	1010.6400     	9894.7200     	2670    
1810 	1011.1665     	9889.5681     	2739    
1811 	1011.6931     	9884.4209     	2669    
1812 	1012.2196     	9879.2791     	2743    
1813 	1012.7462     	9874.1421     	2756    
1814 	1013.2728     	9869.0103     	2767    
1815 	1013.7995     	9863.8833     	2762    
1816 	1014.3262     	9858.7611     	2779    
1817 	1014.8530     	9853.6442     	2693    
1818 	1015.3798     	9848.5319     	2727    
1819 	1015.9066     	9843.4244     	2750    
1820 	1016.4335     	9838.3222     	2720    
1821 	1016.9604     	9833.2247     	2752    
1822 	1017.4874     	9828.1319     	2706    
1823 	1018.0143     	9823.0443     	2672    
1824 	1018.5414     	9817.9614     	2708    
1825 	1019.0685     	9812.8832     	2737    
1826 	1019.5956     	9807.8103     	2759    
1827 	1020.1227     	9802.7420     	2743    
1828 	1020.6499     	9797.6789     	2695    
1829 	1021.1771     	9792.6205     	2741    
1830 	1021.7044     	9787.5667     	2777    
1831 	1022.2318     	9782.5175     	2732    
1832 	1022.7591     	9777.4736     	2751    
1833 	1023.2864     	9772.4348     	2712    
1834 	1023.8139     	9767.4001     	2692    
1835 	1024.3413     	9762.3711     	2632    
1836 	1024.8689     	9757.3456     	2713    
1837 	1025.3964     	9752.3264     	2823    
1838 	1025.9240     	9747.3112     	2793    
1839 	1026.4517     	9742.3000     	2754    
1840 	1026.9792     	9737.2951     	2726    
1841 	1027.5070     	9732.2942     	2691    
1842 	1028.0348     	9727.2973     	2670    
1843 	1028.5625     	9722.3066     	2755    
1844 	1029.0903     	9717.3199     	2682    
1845 	1029.6182     	9712.3384     	2754    
1846 	1030.1461     	9707.3608     	2754    
1847 	1030.6741     	9702.3882     	2671    
1848 	1031.2020     	9697.4208     	2753    
1849 	1031.7301     	9692.4573     	2765    
1850 	1032.2581     	9687.5001     	2661    
1851 	1032.7863     	9682.5456     	2713    
1852 	1033.3143     	9677.5973     	2773    
1853 	1033.8425     	9672.6530     	2770    
1854 	1034.3707     	9667.7136     	2683    
1855 	1034.8990     	9662.7782     	2745    
1856 	1035.4272     	9657.8490     	2701    
1857 	1035.9557     	9652.9225     	2727    
1858 	1036.4840     	9648.0022     	2710    
1859 	1037.0125     	9643.0858     	2695    
1860 	1037.5409     	9638.1743     	2742    
1861 	1038.0693     	9633.2679     	2707    
1862 	1038.5979     	9628.3653     	2772    
1863 	1039.1265     	9623.4677     	2677    
1864 	1039.6550     	9618.5751     	2736    
1865 	1040.1837     	9613.6864     	2798    
1866 	1040.7124     	9608.8026     	2712    
1867 	1041.2411     	9603.9237     	2757    
1868 	1041.7699     	9599.0487     	2750    
1869 	1042.2987     	9594.1787     	2725    
1870 	1042.8275     	9589.3135     	2707    
1871 	1043.3564     	9584.4522     	2710    
1872 	1043.8854     	9579.5958     	2679    
1873 	1044.4143     	9574.7444     	2668    
1874 	1044.9432     	9569.8978     	2717    
1875 	1045.4723     	9565.0550     	2749    
1876 	1046.0015     	9560.2161     	2677    
1877 	1046.5305     	9555.3831     	2674    
1878 	1047.0597     	9550.5539     	2693    
1879 	1047.5889     	9545.7295     	2779    
1880 	1048.1182     	9540.9090     	2728    
1881 	1048.6473     	9536.0944     	2723    
1882 	1049.1766     	9531.2835     	2740    
1883 	1049.7061     	9526.4764     	2757    
1884 	1050.2355     	9521.6742     	2703    
1885 	1050.7649     	9516.8768     	2745    
1886 	1051.2943     	9512.0842     	2714    
1887 	1051.8239     	9507.2953     	2660    
1888 	1052.3534     	9502.5113     	2729    
1889 	1052.8829     	9497.7321     	2719    
1890 	1053.4126     	9492.9565     	2686    
1891 	1053.9423     	9488.1858     	2708    
1892 	1054.4719     	9483.4199     	2656    
1893 	1055.0017     	9478.6576     	2652    
1894 	1055.5315     	9473.9002     	2751    
1895 	1056.0613     	9469.1475     	2668    
1896 	1056.5912     	9464.3985     	2748    
1897 	1057.1211     	9459.6542     	2721    
1898 	1057.6510     	9454.9147     	2708    
1899 	1058.1809     	9450.1799     	2699    
1900 	1058.7109     	9445.4488     	2686    
1901 	1059.2410     	9440.7225     	2723    
1902 	1059.7711     	9435.9997     	2634    
1903 	1060.3013     	9431.2817     	2682    
1904 	1060.8314     	9426.5684     	2604    
1905 	1061.3616     	9421.8599     	2693    
1906 	1061.8918     	9417.1549     	2688    
1907 	1062.4221     	9412.4546     	2707    
1908 	1062.9525     	9407.7580     	2696    
1909 	1063.4828     	9403.0671     	2751    
1910 	1064.0132     	9398.3798     	2726    
1911 	1064.5437     	9393.6961     	2751    
1912 	1065.0741     	9389.0181     	2768    
1913 	1065.6046     	9384.3437     	2725    
1914 	1066.1353     	9379.6729     	2726    
1915 	1066.6658     	9375.0079     	2737    
1916 	1067.1964     	9370.3464     	2700    
1917 	1067.7271     	9365.6895     	2714    
1918 	1068.2578     	9361.0361     	2719    
1919 	1068.7886     	9356.3874     	2682    
1920 	1069.3193     	9351.7434     	2755    
1921 	1069.8502     	9347.1028     	2740    
1922 	1070.3810     	9342.4679     	2793    
1923 	1070.9120     	9337.8355     	2788    
1924 	1071.4429     	9333.2088     	2733    
1925 	1071.9739     	9328.5855     	2702    
1926 	1072.5049     	9323.9669     	2762    
1927 	1073.0359     	9319.3528     	2655    
1928 	1073.5670     	9314.7422     	2709    
1929 	1074.0981     	9310.1362     	2732    
1930 	1074.6294     	9305.5337     	2760    
1931 	1075.1605     	9300.9367     	2791    
1932 	1075.6918     	9296.3433     	2743    
1933 	1076.2231     	9291.7533     	2685    
1934 	1076.7544     	9287.1690     	2733    
1935 	1077.2858     	9282.5881     	2729    
1936 	1077.8171     	9278.0117     	2658    
1937 	1078.3486     	9273.4388     	2677    
1938 	1078.8801     	9268.8703     	2629    
1939 	1079.4116     	9264.3064     	2722    
1940 	1079.9432     	9259.7459     	2751    
1941 	1080.4749     	9255.1899     	2695    
1942 	1081.0065     	9250.6384     	2728    
1943 	1081.5381     	9246.0914     	2731    
1944 	1082.0698     	9241.5478     	2741    
1945 	1082.6016     	9237.0087     	2737    
1946 	1083.1333     	9232.4740     	2727    
1947 	1083.6652     	9227.9427     	2735    
1948 	1084.1970     	9223.4159     	2726    
1949 	1084.7290     	9218.8924     	2722    
1950 	1085.2609     	9214.3745     	2744    
1951 	1085.7928     	9209.8599     	2810    
1952 	1086.3250     	9205.3487     	2674    
1953 	1086.8569     	9200.8430     	2855    
1954 	1087.3890     	9196.3406     	2805    
1955 	1087.9211     	9191.8427     	2687    
1956 	1088.4534     	9187.3481     	2786    
1957 	1088.9856     	9182.8579     	2708    
1958 	1089.5178     	9178.3721     	2698    
1959 	1090.0500     	9173.8907     	2695    
1960 	1090.5824     	9169.4126     	2702    
1961 	1091.1147     	9164.9389     	2705    
1962 	1091.6472     	9160.4686     	2743    
1963 	1092.1797     	9156.0025     	2752    
1964 	1092.7122     	9151.5409     	2736    
1965 	1093.2446     	9147.0836     	2697    
1966 	1093.7772     	9142.6296     	2719    
1967 	1094.3098     	9138.1799     	2726    
1968 	1094.8424     	9133.7346     	2785    
1969 	1095.3751     	9129.2926     	2717    
1970 	1095.9078     	9124.8549     	2738    
1971 	1096.4406     	9120.4215     	2661    
1972 	1096.9734     	9115.9914     	2719    
1973 	1097.5061     	9111.5666     	2734    
1974 	1098.0391     	9107.1441     	2724    
1975 	1098.5719     	9102.7269     	2744    
1976 	1099.1049     	9098.3130     	2745    
1977 	1099.6378     	9093.9033     	2721    
1978 	1100.1709     	9089.4969     	2717    
1979 	1100.7039     	9085.0958     	2772    
1980 	1101.2369     	9080.6979     	2802    
1981 	1101.7701     	9076.3033     	2728    
1982 	1102.3032     	9071.9140     	2819    
1983 	1102.8364     	9067.5278     	2681    
1984 	1103.3698     	9063.1450     	2715    
1985 	1103.9030     	9058.7673     	2708    
1986 	1104.4363     	9054.3929     	2701    
1987 	1104.9697     	9050.0217     	2721    
1988 	1105.5031     	9045.6557     	2739    
1989 	1106.0365     	9041.2929     	2740    
1990 	1106.5699     	9036.9344     	2719    
1991 	1107.1035     	9032.5790     	2627    
1992 	1107.6371     	9028.2279     	2731    
1993 	1108.1707     	9023.8809     	2749    
1994 	1108.7042     	9019.5381     	2710    
1995 	1109.2379     	9015.1985     	2725    
1996 	1109.7716     	9010.8631     	2704    
1997 	1110.3053     	9006.5318     	2709    
1998 	1110.8391     	9002.2037     	2759    
1999 	1111.3729     	8997.8798     	2710    
2000 	1111.9067     	8993.5600     	2727    
2001 	1112.4407     	8989.2434     	2713    
2002 	1112.9746     	8984.9309     	2660    
2003 	1113.5085     	8980.6226     	2683    
2004 	1114.0426     	8976.3174     	2699    
2005 	1114.5767     	8972.0163     	2684    
2006 	1115.1107     	8967.7194     	2730    
2007 	1115.6448     	8963.4265     	2652    
2008 	1116.1790     	8959.1368     	2749    
2009 	1116.7131     	8954.8512     	2675    
2010 	1117.2473     	8950.5697     	2709    
2011 	1117.7816     	8946.2913     	2709    
2012 	1118.3159     	8942.0170     	2688    
2013 	1118.8503     	8937.7459     	2785    
2014 	1119.3846     	8933.4797     	2704    
2015 	1119.9191     	8929.2167     	2731    
2016 	1120.4535     	8924.9577     	2690    
2017 	1120.9880     	8920.7018     	2620    
2018 	1121.5226     	8916.4500     	2787    
2019 	1122.0571     	8912.2022     	2680    
2020 	1122.5918     	8907.9575     	2732    
2021 	1123.1263     	8903.7178     	2717    
2022 	1123.6610     	8899.4812     	2636    
2023 	1124.1958     	8895.2476     	2713    
2024 	1124.7306     	8891.0181     	2689    
2025 	1125.2654     	8886.7925     	2718    
2026 	1125.8002     	8882.5710     	2661    
2027 	1126.3351     	8878.3526     	2659    
2028 	1126.8700     	8874.1381     	2686    
